house_mdn_value,house_mdn_age,households,rooms,bedrooms,population,mdn_income,longitude,latitude,dist_coast,dist_la,dist_sd,dist_sf,dist_sj
124500,22,596,2361,618,1472,2.0625,-117.25,33.2,12830.2457365064,132077.640802151,54482.9438972687,691664.73303741,623629.929585738
122900,13,475,3166,682,1250,2.355,-116.72,33.56,75340.2259007723,151043.770888919,102468.009773439,696688.38913576,628947.695697634
112200,43,357,1626,376,1284,2.2542,-122.24,37.79,4920.81365501877,549640.721125416,728459.066939562,16905.8891554195,59073.105181998
107400,34,567,3416,601,1929,4.0147,-118.07,34.58,74292.2209549379,60813.9610488913,223716.112652156,528432.45505671506,460660.216968667
111400,47,264,932,295,1226,1.6065,-118.23,33.97,19504.3417540677,9230.68025264118,171199.975759121,567504.100686835,499489.109365896
117900,48,376,1915,348,1060,3.4044,-117.39,33.97,60496.9773926,79215.5654363696,141079.366870789,620491.989913517,552657.894676946
106700,21,614,3098,646,1351,2.598,-117.05,34.02,86751.7728890736,110050.346577385,145393.943764703,639472.272351044,571924.161292588
104600,28,626,3009,698,1200,1.3993,-117.05,34.03,87439.3181659886,110013.263122543,146503.069765894,638724.634162361,571187.737489789
112500,16,557,2397,501,1053,2.6994,-121.25,38.01,24649.9933368323,516405.481790013,695540.083741549,106930.750110533,93959.000910196
114200,17,319,2554,540,723,3.2375,-122.7,38.97,68469.1731224774,676281.425220264,855688.256616556,135039.219729843,194964.436082195
107900,14,351,1731,404,1269,2.3654,-117.58,33.89,43587.421032681,63805.3983667971,136252.098163173,614459.98940686,546493.029683815
120000,42,1025,5266,1167,3124,2.7375,-122.27,38.12,6129.83724043681,579077.563111429,758285.181700296,40993.6885083488,93321.9945325313
121600,22,308,1249,335,699,2.6033,-122.71,38.34,23527.8676760278,622671.159023741,801674.24339645,67504.107071901,132751.875268045
124300,16,591,2859,668,1946,3.0396,-117.68,34.03,50386.3899658745,51996.5709338089,153877.932181449,596868.909996093,528926.785627759
119200,12,879,3301,963,2000,1.8594,-117.02,32.74,14923.464530355,184917.570321605,13470.5906105056,744504.802839911,676495.842374381
118800,49,38,192,41,83,3.0179,-118.32,34.18,24918.5041612069,15849.0759152961,195114.54084136,544458.817090948,476425.303977162
105600,35,388,1649,424,1786,1.4091,-118.22,33.9,16249.9681938726,17068.0442515353,164387.244069725,574030.116247054,506030.741363219
122300,15,510,2190,586,1570,1.875,-121.84,36.61,5296.199966602,432743.383500781,608627.778715475,139623.106886124,80807.1195371529
106300,12,808,3375,945,2357,1.5,-117.09,32.71,8089.31415371762,183708.967679074,6681.28759969161,742915.413561025,674929.091747788
125400,16,665,3476,650,2126,3.3438,-121.02,37.7,59442.323199555,476482.975651651,655647.708823676,124375.076918572,87013.9178123576
129200,11,223,1299,280,1158,2.5556,-120.45,34.96,19452.2654346497,225958.627258223,393081.797434693,359666.018059063,294197.61240324
118800,10,545,1922,577,1595,1.5208,-117.09,32.76,11881.9887762956,179203.244356802,8272.4489133073,738617.071827447,670618.72984293
111500,17,172,1944,394,384,1.6875,-121.14,40.29,236292.747396395,739436.134763954,913952.624228347,301173.131914668,334939.48686673
107400,16,116,568,124,307,2.1518,-120.99,37.67,63639.1835082541,472251.491620169,651409.399337979,127292.554459471,87915.4661268883
118100,42,348,1967,378,1459,3.0375,-117.73,34.03,47103.5926973866,47395.2979894829,155394.278587888,593652.442365199,525690.586757455
117200,33,412,2101,468,1997,2.8125,-117.16,34.06,82072.2840728158,99836.2922539671,149475.370936791,628989.411935811,561395.159792514
112500,33,210,1287,214,580,3.2019,-119.72,36.34,147114.803595657,287580.593640817,466168.230639391,288613.597218522,222814.828937151
127500,5,633,2899,745,1593,2.2292,-120.85,37.51,84894.8181885061,450621.547346299,629766.649846233,142289.785604328,94129.2824494681
107600,52,494,2654,468,1157,3.226,-121.31,37.96,21672.5095119656,514592.105126478,693836.667425467,100578.506817853,86354.9687333291
117500,6,284,670,301,655,3.4423,-122.42,37.79,2419.61488734149,560374.058899671,738893.343665923,2040.10397215595,68642.3427083763
117800,34,119,344,108,315,3.1786,-117.73,34.06,49576.9589438627,47330.2703754398,158532.432349167,591262.582230912,523314.559132903
121900,17,3176,15401,3280,7302,3.3067,-117.01,32.83,22663.4414335471,177686.586675617,18999.2909383586,737441.215248668,669416.628395793
115600,44,372,1105,346,1598,1.2,-118.22,34.05,26621.3169077489,2196.00506791643,177981.078041068,561388.405971667,493358.184474357
116600,37,274,1709,278,744,3.7188,-117.25,34.16,85143.7941223814,92268.8737183592,160806.585406049,615372.763118697,547815.035203307
127300,52,343,1548,348,1131,2.63,-117.75,34.07,49259.5147056223,45520.1215850064,160204.320506926,589179.784330557,521228.476599687
127600,8,725,3955,815,2184,3.3438,-117.38,34.09,72009.8901036046,79662.2173053323,154156.296959855,611895.897775208,544165.097458288
114100,46,458,1650,463,1992,2.3403,-118.28,34,18891.6218299872,6703.53136130576,176610.015703242,561972.108923729,493961.535140703
129200,13,525,1857,572,838,3.2386,-117.89,33.7,10625.2472809677,50991.7236287112,128751.000622287,610745.422485218,542719.692359278
120000,11,339,2455,344,1110,6.1133,-119.68,36.83,188224.342821281,335149.148708824,512022.766212671,265010.292414525,204194.141233587
118100,27,481,1962,544,1492,1.9621,-117.93,33.85,19887.9186523084,36644.6224857677,144967.660333538,595764.801846848,527729.843217152
111400,14,376,3959,849,1064,2.8214,-116.76,34.29,126454.808961194,139032.292537311,178956.387529749,640212.622834042,573353.114347667
123100,47,276,1697,318,775,3.4559,-121.77,38.69,66283.3823966873,604540.487514342,783625.219718396,117094.365139831,151000.85655438
111200,32,475,1815,488,1715,1.7244,-118.29,33.93,12405.1394124807,14246.9081012319,170972.052968359,567320.098299221,499333.256480303
121600,23,405,2097,385,911,3.5128,-119.69,36.74,180991.980049439,326342.090733236,503579.327858852,268461.326602666,206441.257888996
128100,31,270,1438,320,816,2.4583,-120.47,34.65,14380.3121803828,214911.136923136,374123.101409447,389367.007487361,324886.79823722
117200,37,279,1212,314,1403,2.5536,-118.24,33.97,18802.0459174115,9150.41401152387,171740.341856216,566904.205925747,498891.4572767
104400,10,758,4086,831,2111,3.2156,-123.4,39.46,32990.1105671579,756392.21981321,935753.317914899,205498.183243898,270273.470564904
108300,29,463,2374,562,1617,2.6531,-120.44,34.96,20361.9854068667,225139.258954161,392368.829969834,360108.233333409,294594.000842822
109100,33,302,1433,298,824,2.7621000000000002,-120.98,37.67,64290.1777629693,471780.312546694,650925.363853921,128168.457196842,88715.5279571736
129300,16,491,1791,518,1006,3.5179,-117.11,32.79,13284.389316361,175409.153013247,9540.18328132179,734854.0635641,666853.597058445
112500,14,695,3700,750,1171,1.9476,-117.02,33.73,63678.0934188358,118495.460492854,113541.982951986,663584.39897435,595791.65538817
118500,30,231,1340,244,631,3.375,-120.83,37.5,86922.8344609255,448741.257455276,627869.882059496,144253.27027733,95645.4233550993
106300,27,560,1782,560,1785,2.1542,-117.1,32.66,3703.14642921513,187744.060242848,8431.57591639145,746642.002460464,678672.245621882
118800,15,336,3042,588,918,3.8333,-120.03,38.89,159833.453618157,561111.95715564,733563.502232731,243441.566257654,237570.556514858
115200,45,270,1348,265,639,3.3667,-123.22,39.15,43305.2583828273,719903.040335023,899201.939056383,167708.774487499,232670.707312738
106300,16,643,2717,621,3343,2.5473,-121.3,38.02,20134.9788960748,519704.551541183,698887.539440981,102966.412425569,92288.9122388275
109600,52,458,2579,494,1558,2.0809,-118.29,34,18398.7126248375,7208.00085281221,177158.039309718,561373.738750034,493365.665495272
107200,21,421,2164,480,1164,3.8177,-115.56,32.96,35943.4771530257,276867.988626611,152028.836799995,820977.228381371,753491.785961549
114000,49,328,1320,309,1405,2.4375,-118.2,34.08,29057.6302253071,5071.71721612085,179759.03405214,560107.338758985,492073.128669867
123500,50,415,1746,480,1149,2.25,-122.23,37.8,5897.79929046248,549879.07846517,728729.115907927,17924.5111194146,59581.9612182126
127600,12,144,1437,268,395,4.225,-120,38.87,160719.628309376,558226.885062905,730544.542803533,244606.069307714,237793.603429087
118400,43,298,1381,278,1494,3.5878,-118.2,33.91,17855.7306223331,16320.632034578,164176.365766526,574374.901695146,506367.34504309
108300,13,97,3297,662,267,3.075,-120.27,38.31,113300.119017592,507130.395243341,682617.065057938,198427.630068223,179061.321773159
112500,52,10,48,6,41,10.2264,-118.22,34.06,26793.9444906145,2346.40643019951,178905.89328801,560553.114495115,492521.819890531
117000,16,540,2921,639,1838,2.2393,-116.95,33.31,41505.6924446391,145395.952877891,68948.0640128005,701398.597382012,633419.706950702
104500,36,405,2284,444,1425,4.0526,-117.43,33.95,56505.2583821441,75864.5368765413,139498.981074749,619426.37951901,551556.717316654
117100,43,260,1264,273,611,2.535,-121.05,39.21,134807.206454361,625710.405428854,802259.22010928,199867.402886026,221044.16865704
120500,3,554,3438,603,1602,3.9914,-121.46,38.66,65664.82275031,587660.721753296,766324.047735659,130024.996606928,152088.64368871
125600,35,462,2204,482,1435,3.676,-117.37,33.22,12352.3603686557,122904.712344738,59362.0899265957,682667.848009458,614639.162326236
106700,39,495,2650,511,1537,3.4432,-117.63,34.07,56788.2153012997,56565.9086183387,156752.864719112,596948.68043478,529051.54599398
107500,48,110,396,99,485,2.375,-118.24,34.01,21993.0533318092,4708.56529853748,175358.210890665,563531.921518547,495510.651606051
118800,33,191,1191,198,554,2.8021,-121.36,38.55,56773.4084413388,572718.110794351,751352.322814588,127350.616081072,142907.839692367
108200,14,787,4675,829,2235,4.1098,-119.74,36.83,182890.280505282,337295.497168797,514505.679479925,260146.447228966,199083.074316498
128300,8,84,508,111,229,4.0332,-118.93,34.82,69472.7921575677,106064.872202344,285440.824624208,454181.947234842,386148.357919252
125700,14,646,3727,685,1741,3.5625,-121.37,38.41,41645.5221325423,559754.496422333,738598.845250256,116737.121025005,127996.757884906
115900,30,552,1349,519,2646,1.9318,-118.17,33.79,4435.2264652524,29941.3071130545,151887.559628026,586372.183635613,518392.269881083
119800,9,370,2228,398,1316,4.1632,-117.39,34.13,75373.9047021005,79085.9616639139,158687.324788787,608173.439944787,540472.709186226
110200,44,548,3184,581,1399,2.7234,-121.8,38.01,7760.98150733716,543898.523195276,723301.233016356,61299.693669347,75448.7587170023
116600,5,1356,5819,1507,3237,2.2339,-121.36,38.67,69162.0515253732,584298.777291125,762752.4590564,136691.139093732,155566.991400552
116100,10,119,714,131,381,0.8926,-117.46,34.14,73446.9523949318,72818.5050680412,160781.642650278,602726.519302068,534984.745212157
116000,34,284,1577,272,880,4.6327,-117.44,33.93,54166.9437910192,75331.1884891568,137484.226132589,620341.786346573,552454.512748821
127700,28,444,2300,419,1312,3.4844,-117.42,34.08,69174.6047766626,75934.4584347996,153591.372930272,609995.947860419,542229.016030458
112500,33,36,32,18,96,4.5938,-118.21,33.79,6121.84678397464,29324.3634162869,154212.545187374,584016.311998414,516051.551687251
105000,12,489,2776,592,1236,2.5551,-119.98,37.43,152664.614914371,406947.930598149,583524.561080477,219304.098407645,169349.510429832
108900,39,236,979,235,857,2.5547,-118.29,33.99,17456.2030346759,8130.85786008763,176266.576889056,562220.478835453,494215.091053854
119100,18,496,1616,532,866,3.6435,-117.88,33.89,26296.3366188796,38081.3251834976,146671.539995078,595540.067382743,527507.887352068
129700,38,95,385,102,402,1.625,-118.17,34.04,28830.344992304,6923.73794641765,174523.216632852,565268.678688744,497235.151308825
113600,27,340,1781,441,759,3.3162,-116.47,33.78,106996.992218977,166441.349878777,134664.038940993,697175.812031465,629844.770098447
121600,36,306,1665,293,846,3.5852,-121.3,38.65,68920.4815092076,579811.581526324,758168.418542754,138771.034044971,155130.23873195
118800,40,380,880,451,582,0.977,-122.27,37.81,3162.27301203445,553058.019948868,731864.734425001,14728.5832891898,62352.2443051942
110400,31,721,2668,812,1398,1.125,-121.3,37.96,22439.370505095,514111.089565266,693346.089100084,101437.700341802,86881.1734729082
118400,16,959,4507,1049,2261,3.3261,-119.05,35.36,116375.435289728,163027.970742965,341662.369990863,403972.466066537,336248.391173608
112500,31,139,855,217,280,2.3611,-123.07,38.46,4610.29375809479,653616.638683209,832338.147410637,94557.0161914746,162171.154572572
117100,37,344,3169,719,777,2.7072,-122.94,38.49,16407.4023061069,648450.751802755,827381.583960504,91207.1266321806,157847.061130061
115600,15,385,2319,416,1047,3.125,-121.45,39.26,131659.353234049,645738.676938072,823404.655010607,185987.571106485,217460.203406853
112900,19,416,1891,465,1693,2.7813,-117.48,33.94,52983.7483825235,71500.5442931572,139318.833746016,616947.695923024,549046.806082312
127100,22,718,2623,732,1283,2.1563,-117.13,32.76,9463.55451551837,177009.710467286,5716.61832823805,736242.939493072,668254.408947981
112500,24,625,1939,652,1808,2.2259,-121.86,37.31,26380.2600479069,487672.219599364,666205.141681838,72102.1770783599,4069.00220417677
113400,15,206,1717,336,501,3.6477,-121.09,40.3,240675.057094294,738953.85811371,913247.321690054,303822.764762603,336896.549047775
123800,17,240,1521,309,607,3.5,-120.76,38.47,81148.200834145,540501.695127689,717676.562739948,165417.670455011,160611.280803847
111100,5,1141,6383,1206,2965,3.8103,-122.33,40.6,155463.744657068,812551.170548852,990067.526094098,314361.154848672,364957.016856739
105700,19,777,4462,828,2229,3.5536,-120.71,40.36,265091.013787857,734523.533913567,906988.729445226,323663.856678218,351559.497337307
126200,25,422,2171,431,1053,3.5278,-121.39,38.55,55755.8469142847,574031.819990114,752721.881470912,125434.296793525,142069.233374326
122500,4,789,4833,784,2088,5.1781,-119.87,36.83,171335.045507461,342195.834892599,520042.526022875,249669.87931206,188049.19523586
111500,21,642,3027,675,2018,2.8438,-121.98,38.37,27772.118416487,585425.713938914,764829.736877727,77155.8203339099,115286.519740347
105100,47,393,1942,430,1074,2.2361,-121.81,38.01,8588.46336739825,544427.065838591,723827.845514581,60507.8449029804,75358.3307848192
127200,9,453,1944,488,1992,2.066,-117.25,33.21,13804.4806170267,131278.404579711,55582.1158409212,690828.581604943,622793.589967618
121100,23,388,2000,376,1361,4.369,-117.48,34.01,59684.4756520947,70530.5038547625,146931.322185478,611456.720751127,543599.840638274
114400,4,199,1262,216,622,4.9432,-119.67,36.81,187706.651565687,332754.489808749,509638.858168542,266737.992556531,205692.562431068
125000,37,64,349,79,276,3.2125,-118.19,34.05,28369.6583391923,4952.01508443719,176457.805745601,563214.972554147,495182.062921392
109400,16,436,2739,480,1259,3.7557,-124.17,41.8,6329.83185949777,1005556.81036475,1184374.45418627,471650.869364935,533364.13990304
125400,17,568,2767,584,1275,2.5909,-121.33,38.66,69049.1450836706,582052.426038965,760458.448580546,137705.334786437,155322.433067923
118100,15,300,2181,361,1057,4.625,-118.14,34.72,85050.7157749218,74859.1439489595,240548.839085095,513122.107800009,445444.515406276
115800,17,757,8651,1579,2071,3.1076,-120.19,38.03,116972.558665325,475632.922125213,651508.874566871,198695.798566603,168590.817667147
111800,13,205,1429,209,702,4.3625,-119.87,36.93,171804.908787189,352225.628204431,529777.717644279,245064.790443479,184915.837697223
125900,50,257,1533,288,532,2.5417,-121.43,38.56,55621.9317050917,576754.846741855,755502.333563154,123698.633910728,142084.109783299
110900,27,221,852,237,1024,2.1141,-117.74,34.05,48133.2807141374,46404.561126861,157799.298913457,591415.325241642,523458.632723122
115800,44,326,1526,337,831,3.0284,-117.65,34.1,57822.2244598327,54936.7065113525,160473.14803699,593288.572458124,525399.881767855
105000,36,292,1176,309,1267,1.6382,-118.25,34,20548.7285459586,5837.36811196574,174985.220599557,563772.030306697,495754.709675864
104700,27,748,3440,787,2085,2.5896,-122.02,38.26,15207.4104206328,577677.884443191,757083.639867199,64953.2192330313,103405.473889531
112500,29,273,1045,311,1245,1.775,-121.45,36.51,38098.8780500482,399191.326313622,576104.327357523,165282.209070078,99880.812553698
123600,24,531,2917,543,1878,3.7014,-122.25,38.15,7777.34361139316,580527.853122809,759777.634469536,44731.3457022806,95855.0545018631
111900,44,512,3013,563,1353,3.4559,-122.22,38.1,3218.96243010791,574570.504743641,753802.78367557,40713.950427631,89743.7267024993
108500,16,359,2360,355,1034,5.0635,-119.77,36.83,180223.446359456,338396.28810531,515764.46043699,257721.064043397,196531.734159318
113000,15,257,1472,228,892,5.3909,-119.33,36.31,172292.288038763,269761.278021637,446307.36405464,319761.481834894,255033.6777572
128200,14,788,4136,886,2026,3.2344,-117.69,34.08,53685.4816025352,51094.6743689716,159446.742987768,592261.978158337,524341.762515643
117000,37,306,1157,332,983,2.0972,-117.09,32.67,5005.89218650205,187354.310897222,8373.53356454138,746366.028695815,678390.420636421
119000,15,842,3273,895,1872,2.5388,-116.93,32.85,29578.8647141512,180897.509999757,26259.9113356644,740609.168959155,672575.941686686
122300,13,706,4110,847,1796,2.6417,-120.57,38.2,85085.470023469,506278.668968118,683388.661949762,169856.835116994,150878.373201526
128000,40,453,2434,477,1646,3.2024,-118.3,33.93,11713.0462777003,14549.8479913726,171543.58153912,566728.300753502,498744.940071891
129200,39,309,1730,310,899,2.6648,-119.18,36.4,189030.103367793,274559.2452947,449424.47434044897,326337.158086053,262794.9051507
105700,47,329,1782,338,1003,2.5398,-118.29,33.94,13147.0119292418,13190.2102092028,171847.815946067,566467.899057067,498477.682444453
106000,27,229,1333,230,730,3.06,-121.03,37.33,87049.0203436733,442841.979569306,622246.074601559,133029.256733441,76306.0089377802
117800,36,303,1543,297,1355,3.5313,-117.73,34.09,52146.4940360369,47500.0007143057,161678.500854132,588881.893492965,520949.031647219
109200,12,341,2394,443,877,2.5625,-122.5,38.82,67898.0936338291,652531.467279534,831941.46740493,116467.414148574,173408.788410794
110800,10,146,653,120,407,3.3889,-121.29,38.89,94273.4842590873,602868.962969793,780789.505060697,159088.040338263,180725.305296702
121900,29,532,2742,488,2477,3.5072,-117.74,34.1,52464.1209765203,46693.2564456084,163032.420861845,587443.576935318,519511.592173193
125000,50,196,629,188,742,2.6458,-122.25,37.79,4042.11469450141,550230.006421439,729033.082182706,16032.2278575783,59534.201800604
112500,46,7,22,11,32,3.125,-118.27,33.76,541.185980025653,32585.6841424038,155302.176841802,583099.948709359,515176.026961871
123800,19,689,3008,693,2341,2.6087,-116.96,32.79,22818.1010457083,184095.794953361,20538.1385779139,743855.736662874,675830.006245507
124300,18,506,2404,498,1531,2.995,-121.21,37.81,38891.7227843943,495836.210517168,675105.625035726,107390.277182003,80047.0405149273
107000,8,394,1841,409,1243,4.0614,-117.72,34.05,49358.6654363969,48247.1151235187,157176.515403464,592701.720488454,524752.93917649
115100,41,180,616,196,814,3.3333,-118.18,34.05,28986.5796655143,5872.32875618558,175956.915429013,563825.384797325,495791.816656893
109100,32,149,728,136,461,3.0156,-119.3,36.57,192127.210555555,295909.02975913,471090.867052202,308029.376126827,245622.871231637
121900,39,464,993,506,1765,1.2786,-118.3,34.05,19344.3096016816,5194.39203891758,182189.100927976,556552.259219439,488534.571260057
124800,9,412,2738,510,1193,4.3958,-120.1,39.33,188073.13968475,609711.834094839,781390.000761894,266506.584715023,271363.232887479
111500,23,244,1618,395,425,1.9833,-122.73,39.04,72532.5131421846,684043.342512853,863452.856329494,143161.414518116,203157.184350914
124100,31,1341,6814,1714,2628,2.1176,-116.54,33.81,103241.978737536,159470.007034757,134683.531912885,690115.144435687,622758.909340909
109900,36,684,3495,641,1688,3.1568,-121.02,37.66,62500.2517352973,472737.177527182,651941.148854214,124781.506571052,85051.9304121592
112600,50,675,3250,693,2300,1.95,-118.32,34,17134.3223818858,9121.42919790423,178820.972262256,559583.475189345,491583.669468916
105900,36,222,1248,221,672,3.3839,-122.06,38.26,15377.3356206893,579789.842136568,759188.748619257,63076.8914478737,103843.426241211
114200,36,524,2191,531,1563,2.5164,-122.35,37.96,3108.1505468874,570164.840305019,749095.089599097,21881.7777557191,80255.9604977943
121500,47,438,1734,453,1272,3.1731,-118.32,34.03,17217.5453904574,7453.85000907639,181484.884802303,557041.329116256,489033.06434838503
125400,15,403,1850,441,1348,3.8125,-121.69,37.95,9641.11278845767,532778.71204952,712187.966710448,67956.2152565247,70631.0458287132
114000,35,801,3189,935,2221,2.1046,-118.32,34.03,17217.5453904574,7453.85000907639,181484.884802303,557041.329116256,489033.06434838503
109200,35,480,2637,511,1181,2.7813,-121.09,39.23,135661.111617645,629164.972981012,805809.009992333,199583.476982655,222012.5097656
113900,30,523,2685,546,951,2.6184,-118.93,36.19,196200.277414889,245765.372957277,418962.777606998,357375.641805158,293053.579852405
107200,24,108,856,185,388,3.1806,-119.97,38.93,166638.346155739,563876.163102157,735829.186398205,250161.950128523,244376.247351676
129400,41,283,1345,272,718,3.3831,-122.11,38.01,4853.0262509357,560721.259726694,739967.238099942,38519.1379621777,77395.9568125377
122200,36,259,1734,280,604,3.8292,-117.28,34.15,82640.1259811974,89394.1105608812,159864.121019053,614082.64602478,546488.504910317
108800,51,365,1492,385,736,1.7155,-121.49,38.57,55329.7798349444,580383.545152466,759218.150952351,120852.283536418,141747.237737481
125000,50,583,2238,673,2247,1.6505,-118.29,34.01,19359.2119834809,6346.06689374381,178051.981993225,560527.922999882,492517.283304101
126800,35,545,3114,583,1974,3.9028,-118.16,34.69,81264.0635496116,71330.9162017883,238179.196951561,514052.262429407,446322.856925001
123400,17,623,2332,637,1636,3.1932,-121.83,37.25,33106.6536018145,480994.308701192,659446.173818293,78786.6496242244,11019.5481469053
111500,40,201,1051,235,574,2.0865,-120.45,34.64,14671.6256323382,212833.463634198,371984.836865081,391175.856982908,326622.949976242
111800,3,1399,7689,1545,3804,3.3871000000000002,-117.29,34.49,112190.023691161,100244.468648959,197650.009239184,588501.743709844,521374.309457828
118300,28,348,1219,408,1816,1.7589,-118.17,33.79,4435.2264652524,29941.3071130545,151887.559628026,586372.183635613,518392.269881083
112200,32,338,2118,345,1019,3.725,-121.42,38.68,68662.6139165289,587843.370536783,766402.70544068,133987.711623022,155141.02365757801
114200,8,517,2405,537,1594,3.0789,-117.23,33.94,68268.674306829,94279.6385545569,136282.411894321,633411.37085549,565652.251360885
124600,35,408,2122,400,1189,3.0962,-122.21,38.11,4166.29796262453,574870.382318863,754119.048871527,42103.4831014855,90522.395137045
123800,30,213,2369,469,510,2.65,-120.04,39.24,184316.231606302,598661.298459689,770205.931422311,264310.303712003,266450.879213529
118300,11,132,2635,667,280,1.7214,-120.77,40.65,277649.85980552,766770.114321898,938870.754961086,350348.981091462,381112.615553338
105800,36,286,1330,273,761,2.7813,-123.79,39.44,8375.644916042,776255.075404064,955390.459886361,219668.728741699,286509.248677181
125400,23,349,2145,340,1022,4.2037,-121.3,38.67,71054.1526452702,581756.094596243,760080.238853885,140331.375269237,157225.046926212
104800,36,288,1073,271,1385,2.3214,-118.19,33.9,16804.7226927054,17636.6935209499,162733.881150157,575819.837992111,507812.333499361
120500,38,353,2005,385,882,2.5104,-120.81,38.73,97492.8914201563,568539.224636643,745299.984805714,177036.550948097,181771.616667678
117900,21,372,1922,373,1130,4.0815,-121.23,37.79,39311.1681242743,494957.673206558,674258.346240665,105587.481281221,77263.3079816729
151300,4,1529,10655,1706,5391,5.083,-118.02,34.57,75966.0566848635,61128.511086226,220981.170372985,532523.591300206,464779.981636315
136800,30,525,2188,556,2727,2.7759,-118.08,33.83,11623.0384667625,28959.4310511902,150494.901231022,588333.130491022,520316.891845544
134700,33,789,4384,778,1775,4.05,-121.28,38.74,78925.7677166798,587748.938608311,765909.1007608,147115.697541312,165144.548966586
142500,30,472,1385,518,1730,1.0539,-118.29,34.01,19359.2119834809,6346.06689374381,178051.981993225,560527.922999882,492517.283304101
150000,11,451,1804,506,895,1.7574,-123.85,39.42,6278.66388884913,777997.340175165,957067.523970934,220675.21230847,287777.273811013
134100,13,68,493,76,196,3.375,-120.25,37.93,112632.598625756,467409.849776282,643863.551264359,192296.211931893,159068.628326815
150800,44,309,1769,332,828,4.0526,-122.33,37.94,3749.1535420877,567337.502178251,746265.001644743,20491.8254535796,77452.6543193511
152100,34,503,1709,562,2105,1.9704,-118.22,34.08,27272.2551493055,3780.28829949243,180761.847930387,558885.415824378,490852.365773132
134600,16,639,5228,992,1177,3.0859,-116.45,33.78,108602.533956102,168256.346916881,135561.415564549,698566.198223661,631253.073948961
145600,29,332,1940,337,1070,3.6597,-120.89,37.45,87517.0595678121,446907.908506676,626160.47725693,140460.32315925,89520.7950343563
140200,16,485,2629,491,1265,4.5066,-121.35,38.56,58102.8954034029,573245.267376018,751845.632418458,128742.41844687,144245.087631317
143400,4,632,3428,649,2158,5.0175,-117.5,34.04,61813.4765452269,68532.3594766861,150576.289404281,607802.969079929,539955.645615188
137500,4,664,2904,764,1250,3.2131,-117.21,34.05,78058.7978625213,95232.370078906,148432.874161104,626358.993306633,558714.966658654
151900,21,603,3691,640,1758,3.5607,-121.21,38.83,90350.0920825144,593747.038786165,771567.976600962,158571.672546048,176606.930091888
142200,7,470,3200,477,1522,4.6914,-117.25,34.51,116273.475355342,104528.050406121,199682.843060856,589905.11659565,522860.178703662
134700,18,105,1177,224,181,2.3558,-122.7,38.99,70357.2252737547,678049.081253144,857457.552646018,137229.390071056,197035.723551742
143500,33,447,1495,474,1272,2.0694,-118.35,33.97,13038.0524720519,13403.1894624799,177896.250658568,560358.427368711,492378.683701753
146400,28,934,6119,985,2631,4.875,-121.36,38.63,64990.5167013629,580430.168025189,758945.407392388,133502.091968607,151334.214070664
137900,45,597,3032,631,1341,2.8417,-121.51,38.55,52798.6126740986,579381.388416174,758272.022687906,118040.971021845,139162.249520523
138500,34,317,1540,328,1037,2.2132,-117.91,34.13,48000.2426937161,31920.9536411836,171931.952969108,574139.842367331,506155.998011973
145200,16,562,2596,625,1403,3.4018,-119.22,34.26,4390.34801404396,92758.3552605941,256781.034856855,485816.009790098,418363.000107056
143000,18,1373,6501,1416,2954,2.5373,-121.06,38.91,103247.180198737,595876.335962833,773099.207687297,173948.538757113,189635.348567559
131100,36,300,1710,320,861,2.8828,-121.7,37.94,10565.3159903121,532410.745125265,711818.330104945,66804.4048763722,69335.0899026658
140600,31,426,1893,450,819,4.3077,-118.38,34.02,11635.0543701417,13062.409262698,183968.948802197,554319.288507418,486332.27771017
142700,15,260,1933,280,965,4.6477,-121.33,38.04,17196.6804676765,522998.914664584,702196.240528371,101046.986335857,92690.1469710594
133500,45,138,818,144,340,4.8021,-121.42,37.74,36323.1889765372,499930.519164388,679337.590270708,88985.2935901807,61341.5116484779
151600,18,1162,6235,1233,4127,3.0704,-117.29,33.19,10356.6996777785,130344.384153461,54090.0909445388,690057.562638113,622024.865941365
150000,33,334,1201,340,1482,2.4821,-118.15,33.96,23301.0138646317,13407.4263527125,166075.585003352,573169.625260359,505142.398185715
137500,16,724,3960,716,1776,3.9886,-120.97,37.65,66441.6816335843,469430.489899443,648583.713368419,129279.857517204,88626.1820129769
137500,49,419,1566,494,643,1.9637,-117.16,32.75,7254.28775646524,176313.479568991,3811.33939833112,735331.734442406,667354.13790159
152000,14,185,1006,187,462,3.1042,-121.16,39.18,128415.18010901,626680.72017562,803662.014667441,191541.713062287,214853.326364676
146100,18,677,2509,688,3129,2.6098,-119.17,34.15,4866.5598800256,85980.2297080358,245318.948529283,498453.89508348,431064.668088376
143900,52,425,2170,428,1086,3.3715,-122.19,37.77,5084.14416655728,545048.674106137,723908.640114159,21213.2812815142,54952.970509811
150000,40,263,1081,282,970,1.875,-118.22,34.09,27575.6304194154,4732.05570989139,181692.922725996,558053.017249695,490019.287397411
133200,5,1519,9269,1605,4916,4.4367,-117.35,34.2,83964.432359789,83886.0076580478,165970.370171081,605578.66210139706,537981.952237254
150500,50,563,2485,607,1354,1.9483,-122.29,37.86,5575.16378262429,558363.909526889,737223.739373307,15670.2110012732,68006.0383474637
152700,24,382,2387,385,1051,4.4595,-120.47,34.7,14739.6414404162,216637.31107962,377273.052935889,384390.218130833,319768.389101609
